,DENOMINAZIONE,ID,INDIRIZZO,COMUNE,PROVINCIA,COMUNITA DI VALLE,NAZIONE,SITO INTERNET,LATITUDINE,LONGITUDINE,ALTITUDINE,CATEGORIA 1,CATEGORIA 2,CODICE ACCESSIBILITA' 1,CODICE ACCESSIBILITA' 2,CODICE ACCESSIBILITA' 3,CODICE ACCESSIBILITA' 4,CODICE ACCESSIBILITA' 5,CODICE ACCESSIBILITA' 6,CODICE ACCESSIBILITA' 7,CODICE ACCESSIBILITA' 8,CODICE ACCESSIBILITA' 9,CODICE ACCESSIBILITA' 10,CODICE ACCESSIBILITA' 11,CODICE ACCESSIBILITA' 12,CODICE ACCESSIBILITA' 13,CODICE ACCESSIBILITA' 14,CODICE ACCESSIBILITA' 15,CODICE ACCESSIBILITA' 16,CODICE ACCESSIBILITA' 17,CODICE ACCESSIBILITA' 18,DATA ULTIMA MODIFICA,DATA RILEVAZIONE
579,PEDAVENA,729,"PIAZZA FIERA, 13",Trento,TN,Territorio Val D'adige,Italia,www.birreriapedavena.com,46.0650329,11.1232603,200.0,Bar,Ristoranti,AI-6d,AI-5b,AE-3cf,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-3abde,,,,,,,,,2013-01-15 12:04:15.973,2013-01-14
580,PERLA D'ORIENTE,422,"LARGO NAZARIO SAURO, 12",Trento,TN,Territorio Val D'adige,Italia,,46.0747909,11.1248951,200.0,Rosticcerie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2016-02-04 13:58:35.292,2010-08-23
581,PETER'S TEA HOUSE,777,"VIA GARIBALDI, 21",Trento,TN,Territorio Val D'adige,Italia,www.peters-teahouse.com,46.0673355,11.1221826,200.0,Erboristerie,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-10 12:29:59.652,2013-01-09
582,PIADINERIA L'ANGOLO TONDO,622,"PIAZZA DELLA PORTELA, 11",Trento,TN,Territorio Val D'adige,Italia,,46.0695877,11.1184416,200.0,Fast Food,,AE-3abde,AE-1abc,AE-3cf,AE-2c,,,,,,,,,,,,,,,2016-02-02 16:00:50.329,2013-01-21
583,PIAZZA BENNY,715,"VIA LUNELLI, 18/20 - C/O PALAZZO ONDA",Trento,TN,Territorio Val D'adige,Italia,,46.0923233,11.1182721,200.0,Self Service,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-05-25 12:57:44,2010-08-05
584,PIAZZA CESARE BATTISTI,648,PIAZZA CESARE BATTISTI,Trento,TN,Territorio Val D'adige,Italia,,46.0691459,11.1235013,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2019-05-03 12:14:55.429,2016-05-03
585,PIAZZA D'AROGNO,647,PIAZZA D'AROGNO,Trento,TN,Territorio Val D'adige,Italia,,46.0665666,11.121445,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2011-05-20 13:28:12,2011-04-28
586,PIAZZA DANTE,654,PIAZZA DANTE,Trento,TN,Territorio Val D'adige,Italia,,46.072002,11.1198094,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2017-11-17 12:20:25.592,2011-04-28
587,PIAZZA DUOMO,649,PIAZZA DUOMO,Trento,TN,Territorio Val D'adige,Italia,,46.067399,11.121235,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2019-05-03 12:00:41.119,2016-05-03
588,PIAZZA FIERA,650,PIAZZA FIERA,Trento,TN,Territorio Val D'adige,Italia,,46.0653509,11.1243443,200.0,Piazza,,AE-1abc,AE-2g,AE-2gb,AE-2ga,,,,,,,,,,,,,,,2017-11-17 12:21:48.824,2016-05-03
589,PIAZZA HOUSE,628,"VIA DEGLI OLMI, 4",Trento,TN,Territorio Val D'adige,Italia,,46.0499886,11.131937,200.0,Self Service,,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,,2011-04-12 14:56:10,2010-06-30
590,PIAZZA LODRON,653,PIAZZA LODRON,Trento,TN,Territorio Val D'adige,Italia,,46.0679183,11.122898,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2019-05-03 12:04:50.666,2011-04-28
591,PIAZZA PASI,651,PIAZZA PASI,Trento,TN,Territorio Val D'adige,Italia,,46.0678983,11.1222824,200.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2019-05-03 12:03:53.264,2016-05-05
592,PIAZZA SANTA MARIA MAGGIORE,1386,PIAZZA SANTA MARIA MAGGIORE,Trento,TN,Territorio Val D'adige,Italia,,46.071548,11.120288,0.0,Piazza,,AE-1abc,,,,,,,,,,,,,,,,,,2017-11-16 11:32:01.033,2016-05-03
593,PIAZZALE AREA EX ZUFFO,277,VIA BERLINO,Trento,TN,Territorio Val D'adige,Italia,,46.07643,11.111,180.0,Parcheggi,,AE-1abc,,,,,,,,,,,,,,,,,,2010-12-22 14:56:01,2010-04-22
594,PICARO,241,"VIA SAN GIOVANNI, 36/2",Trento,TN,Territorio Val D'adige,Italia,,46.0688643,11.1191353,192.0,Bar,Pub,AI-6d,AE-3abde,AI-6p,AI-6fg,AE-1abc,AE-2c,AI-6bc,AI-6ad,AI-6r,AE-3cf,,,,,,,,,2013-02-01 10:26:27.333,2013-01-31
595,PIZZA AL TAGLIO - BELLA ITALIA,505,"VIA GORIZIA, 5",Trento,TN,Territorio Val D'adige,Italia,,46.0584553,11.1306202,200.0,Self Service,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2016-02-03 10:13:18.171,2010-07-27
596,PIZZA CAVOUR,10,"VIA CAVOUR, 22",Trento,TN,Territorio Val D'adige,Italia,,46.06822,11.12039,191.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2c,,,,,,,,,,,,,,2016-02-02 16:52:46.557,2013-01-30
597,PIZZA E BRUSCHETTA CRISTORÉ,703,"VIA FRATELLI FONTANA, 15",Trento,TN,Territorio Val D'adige,Italia,,46.0771184,11.118218,200.0,Self Service,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2016-02-02 16:16:08.268,2010-07-20
598,PIZZA E PIZZA,230,"VIA MADRUZZO, 76",Trento,TN,Territorio Val D'adige,Italia,,46.06403,11.12307,232.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2016-02-02 16:40:19.692,2010-03-17
599,PIZZA GRANDA,38,"VIA MANZONI, 31",Trento,TN,Territorio Val D'adige,Italia,www.pizzagranda.com,46.072857,11.124794,187.0,Fast Food,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AI-6o,AI-6p,,,,,,,,,2016-02-03 10:01:11.922,2013-01-18
600,PIZZA PAZZA D'ASPORTO,239,"VIA BRESCIA, 6",Trento,TN,Territorio Val D'adige,Italia,,46.070848,11.1126171,195.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2016-02-02 16:42:51.526,2010-05-06
601,PIZZA SAN MICHELE,13,"VIA CAVOUR, 1",Trento,TN,Territorio Val D'adige,Italia,,46.06845,11.12004,218.0,Fast Food,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2016-02-02 16:56:58.87,2013-01-30
602,PIZZERIA PRIMAVERA SNC,29,"VIA SUFFRAGIO, 92",Trento,TN,Territorio Val D'adige,Italia,,46.071014,11.124692,181.0,Ristoranti,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,,,,,,,,,,,2016-02-09 11:01:25.516,2013-01-04
603,PIZZERIA VECCHIA TRENTO,792,"VIA SANTA CROCE, 88",Trento,TN,Territorio Val D'adige,Italia,,46.0631058,11.1236492,200.0,Ristoranti,Pizzerie,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6p,AI-6r,,,,,,2016-02-09 08:58:53.313,2010-06-14
604,PIZZERIA VESUVIO,739,"VIA DELLA MALVASIA, 103",Trento,TN,Territorio Val D'adige,Italia,,46.0752258,11.1250703,200.0,Ristoranti,Pizzerie,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AE-2c,AI-6p,AI-6r,,,,,,,,,,2013-01-18 10:11:32.278,2010-07-29
605,PNEUS CENTER - ASSISTENZA PNEUMATICI,600,"VIA DEL BRENNERO, 18",Trento,TN,Territorio Val D'adige,Italia,,46.0922711,11.1158902,200.0,Riparazione Autovetture,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2011-04-08 15:20:44,2010-08-06
606,PNEUS CENTER - ASSISTENZA PNEUMATICI,704,"VIA BRENNERO, 19",Trento,TN,Territorio Val D'adige,Italia,www.pneuscentertrento.it,46.0932177,11.1112298,200.0,Riparazione Autovetture,,,,,,,,,,,,,,,,,,,,2011-05-25 09:42:25,2010-08-06
607,POLIAMBULATORI CROSINA SARTORI,246,"VIA GOCCIADORO, 82",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.055434,11.1321065,180.0,Ambulatori Medici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,,,2010-05-10 23:19:42,2010-04-13
608,POSTE ITALIANE CENTRALI (postamat),48,"VIA CALEPINA, 18",Trento,TN,Territorio Val D'adige,Italia,www.posteitaliane.it,46.06725,11.12367,199.0,Postamat,,AE-4h,AE-1abc,AE-2d,,,,,,,,,,,,,,,,2017-11-20 09:49:50.013,2009-11-12
609,POSTE ITALIANE CENTRALI (uffici),49,"PIAZZA VITTORIA ALESSANDRO, 20",Trento,TN,Territorio Val D'adige,Italia,www.posteitaliane.it,46.06725,11.12367,199.0,Uffici Postali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2017-11-20 10:03:30.837,2013-01-15
610,POSTE ITALIANE TRENTO 1,563,"VIA TRENER, 5",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0953376,11.1179059,200.0,Uffici Postali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-08-19 11:30:52.038,2010-07-08
611,POSTE ITALIANE TRENTO 2,224,"VIA GAZZOLETTI, 43",Trento,TN,Territorio Val D'adige,Italia,www.posteitaliane.it,46.0716107,11.1228924,200.0,Uffici Postali,,AE-3cf,AE-1abc,AE-3abde,,,,,,,,,,,,,,,,2013-08-19 11:33:45.954,2013-01-17
612,POSTE ITALIANE TRENTO 3,768,"VIALE VERONA, 1",Trento,TN,Territorio Val D'adige,Italia,,46.0617076,11.1316072,200.0,Uffici Postali,,AE-3cf,AE-3abde,AE-1abc,AE-2a,,,,,,,,,,,,,,,2013-08-19 11:34:15.737,2010-05-17
613,POSTE ITALIANE TRENTO 4,564,"VIA SCOPOLI, 53",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0758587,11.1181214,200.0,Uffici Postali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-08-19 11:31:24.139,2010-07-08
614,POSTE ITALIANE TRENTO 9,307,"Via Muredei, 8",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0568666,11.1181927,180.0,Uffici Postali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-08-19 11:34:46.533,2010-05-25
615,POSTE ITALIANE TRENTO,592,"VIA CHINI, 4",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0533425,11.1327931,200.0,Uffici Postali,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2013-08-19 11:32:06.58,2010-05-17
616,POSTE ITALIANE TRENTO,594,"VIA DEGASPERI, 88",Trento,TN,Territorio Val D'adige,Italia,www.poste.it,46.0500361,11.123859,200.0,Uffici Postali,,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,,2013-08-19 11:32:39.952,2010-05-17
617,POSTE ITALIANE,225,"VIA GAZZOLETTI, 43",Trento,TN,Territorio Val D'adige,Italia,www.posteitaliane.it,46.0716107,11.1228924,200.0,Postamat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2013-01-11 11:29:28.363,2010-03-09
618,POSTE ITALIANE,306,"Via Muredei, 8",Trento,TN,Territorio Val D'adige,Italia,,46.0568666,11.1181927,180.0,Postamat,,AE-4h,AE-1abc,AE-2d,,,,,,,,,,,,,,,,2010-12-17 15:06:22,2010-05-25
619,PREMIATA FIORERIA DE BONI,1072,"VIA POZZO, 7",Trento,TN,Territorio Val D'adige,Italia,,46.06983,11.11984,0.0,Attivita commerciali,,AE-3abde,AE-3cf,,,,,,,,,,,,,,,,,2013-03-11 15:40:01.969,2010-09-10
620,PRESIDIO OSPEDALIERO DI VILLA IGEA,252,"VIA MALTA, 16",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0622151,11.12813878,180.0,Ospedali,,AI-6d,AI-5fb,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2b,AE-2a,AI-5fa,AI-6i,AI-6r,,2013-05-23 14:49:10.852,2010-04-27
621,PRESTO SERVICE,419,"PIAZZA LODRON, 21",Trento,TN,Territorio Val D'adige,Italia,,46.0679145,11.123204,200.0,Attivita commerciali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-07 14:46:34.589,2013-01-04
622,PRODIGIO ONLUS,790,"VIA GRAMSCI, 46/A",Trento,TN,Territorio Val D'adige,Italia,www.prodigio.it,46.0533996,11.1257565,200.0,Associazioni,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AI-6p,,,,,,,,,2018-01-18 14:43:04.916,2010-07-13
623,PROGETTO GRANDI OPERE CIVILI,664,"VIA ROMAGNOSI,"" 9 - C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.0732112,11.1218254,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-2gb,AE-2ga,AE-2g,AE-2d,AE-2a,,,,2011-05-23 09:32:10,2010-07-23
624,PRONTO PIZZA,421,"VIA CHINI, 33",Trento,TN,Territorio Val D'adige,Italia,,46.0534649,11.1320828,200.0,Self Service,Pizzerie,AE-3cf,AE-3abde,AE-2c,,,,,,,,,,,,,,,,2016-02-02 15:51:44.013,2010-08-23
625,PRONTO SOCCORSO OSPEDALE SANTA CHIARA DI TRENTO,673,"VIA PAOLO ORSI, 1",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.056645,11.1313576,200.0,Ospedali,,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,,,,,,,,,,2017-11-20 10:07:30.951,2010-04-13
626,PROVINCIA - SALA VERDE,743,"VIA ROMAGNOSI,"" 11/A C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0731212,11.122093,200.0,Uffici Pubblici,Centri e sale culturali,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,,,,,,,,,,,2011-05-26 13:29:27,2010-07-28
627,PUB ALLA POSTA,569,"VIA ROCCABRUNA, 2",Trento,TN,Territorio Val D'adige,Italia,,46.06642,11.123271,200.0,Bar,Pub,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6fg,AI-6e,AE-1abc,AE-2c,AI-6r,AI-6l,,,,,,,,,2013-01-16 09:07:21.392,2013-01-15
628,PUB BOSTON,570,"VIA SAN FRANCESCO D'ASSISI, 8/1",Trento,TN,Territorio Val D'adige,Italia,,46.0669882,11.1260981,200.0,Bar,Pub,AI-5d,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6e,AE-1abc,AI-6fg,AI-6r,AI-6d,,,,,,,,2013-02-01 08:43:12.555,2013-01-14
629,PUNTO OTTICA SNC - OTTICA E OPTOMETRIA,550,"VIA SANTA CROCE, 54",Trento,TN,Territorio Val D'adige,Italia,,46.0638654,11.1234826,200.0,Ottica,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-04-07 14:40:57,2010-07-01
630,Panificio - Dolcesalato,489,"Via Giovanelli, 33",Trento,TN,Territorio Val D'adige,Italia,,46.064276,11.1312471,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-09-21 12:21:36,2010-07-14
631,Panificio J. Lemayr,382,"Via S. Croce, 28",Trento,TN,Territorio Val D'adige,Italia,,46.0643573,11.1233572,200.0,Panifici,,AI-5c,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-08-10 12:53:55,2010-06-14
632,Panificio Janes,493,"VIa Piave, 72",Trento,TN,Territorio Val D'adige,Italia,,46.0625758,11.1262886,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-09-21 12:44:26,2010-07-14
633,Panificio Janes,496,"Via Perini, 177",Trento,TN,Territorio Val D'adige,Italia,,46.0608372,11.1242107,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2010-09-21 13:27:35,2010-07-14
634,Panificio Janes,503,"Via Gorizia, 27",Trento,TN,Territorio Val D'adige,Italia,,46.0588502,11.1308227,200.0,Pub,,AE-3cf,AE-3abde,AI-6e,AI-6ad,AE-1abc,AE-2g,AE-2c,,,,,,,,,,,,2010-09-21 14:15:43,2010-07-27
635,Panificio SOSI,499,"Via Bolghera, 61",Trento,TN,Territorio Val D'adige,Italia,,46.0579905,11.1322987,200.0,Panifici,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2010-09-21 13:49:14,2010-07-27
636,Pizza e Pizza,491,"Via San Bernardino, 24",Trento,TN,Territorio Val D'adige,Italia,,46.064006,11.1302953,200.0,Self Service,Pizzerie,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2016-02-09 09:33:46.149,2010-07-14
637,Pizzeria G.B.,498,"Via Sant'Antonio, 11/17",Trento,TN,Territorio Val D'adige,Italia,,46.0576784,11.1302625,200.0,Pizzerie,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AI-6r,,,,,,,,,,2016-02-09 09:05:27.455,2010-07-27
638,Poliambulatorio Infermieristico ,465,"Via Bronzetti, 1",Trento,TN,Territorio Val D'adige,Italia,www.comune.tn.it,46.059684,11.1208812,200.0,Ambulatori Medici,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,AE-2a,,,,,,,,2010-09-09 14:47:34,2010-05-25
639,Polo sociale San Giuseppe - San Chiara - Ravina - Romagnano,184,"Via Fratelli Bronzetti, 1",Trento,TN,Territorio Val D'adige,Italia,www.comune.trento.it,46.059614,11.121091,181.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-5fb,AI-5fa,AE-2d,AE-2b,AE-1abc,AI-5f,AE-2a,,,2018-01-22 10:00:35.863,2017-12-19
640,RETTORATO UNIVERSITA' DI TRENTO,740,"VIA CALEPINA, 14",Trento,TN,Territorio Val D'adige,Italia,www.unitn.it,46.069451,11.120878,200.0,Uffici Pubblici,Scuole e universita,AI-6d,AE-3cf,AI-6l,AI-6fg,AE-2a,AI-6r,AI-6i,AI-6e,AE-1abc,AE-2d,AI-5c,AE-3abde,,,,,,,2015-05-11 15:20:44.71,2015-05-05
641,REX CAFFE',36,"VIA OSS MAZZURANA, 41",Trento,TN,Territorio Val D'adige,Italia,,46.06886,11.12246,200.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-2c,,,,,,,,,,,,2016-02-03 10:36:58.899,2013-01-10
642,RISTO 3 GIULIA,727,"VIA GAZZOLETTI, 15",Trento,TN,Territorio Val D'adige,Italia,www.risto3.it,46.0723868,11.1225131,200.0,Ristoranti,Bar,AI-6d,AI-5d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,,,,2016-02-02 16:28:42.569,2010-07-29
643,RISTOBAR HAPPY HOUR S.A.S.,191,"VIA PERINI, 57",Trento,TN,Territorio Val D'adige,Italia,,46.05995,11.12047,218.0,Ristoranti,Bar,AI-6d,AI-6p,AI-6l,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6r,AE-3abde,AE-3cf,,,,,,,,2016-02-09 09:14:05.719,2010-02-09
644,RISTORANTE AL VO',753,"VICOLO DEL VO', 11",Trento,TN,Territorio Val D'adige,Italia,www.ristorantealvo.it,46.0707624,11.1240275,200.0,Ristoranti,Bar,AI-5b,AE-3cf,AE-3abde,AE-1abc,AI-6fg,AI-6bc,AI-6ad,AI-6d,AI-6r,,,,,,,,,,2016-02-09 16:12:56.384,2013-01-30
645,RISTORANTE ANTICA TRATTORIA 2 MORI,88,"VIA SAN MARCO, 11",Trento,TN,Territorio Val D'adige,Italia,www.ristoranteduemori.com,46.070279,11.125025,190.0,Ristoranti,Osterie / Trattorie,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6ad,AE-1abc,AI-6bc,,,,,,,,,,2017-11-20 10:10:14.03,2013-01-25
646,RISTORANTE PIZZERIA ALLA MOSTRA,6,"PIAZZA MOSTRA, 13",Trento,TN,Territorio Val D'adige,Italia,www.allamostra.it,46.07119,11.12599,202.0,Ristoranti,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,,,2016-02-09 10:48:07.478,2013-01-04
647,RISTORANTE PIZZERIA PETRARCA,567,"VIA PETRARCA, 4",Trento,TN,Territorio Val D'adige,Italia,,46.0751525,11.1237391,200.0,Ristoranti,Pizzerie,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6p,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AI-6r,,,,,,,2013-01-14 12:13:53.141,2010-07-07
648,RISTORANTE PIZZERIA ROSA D'ORO,17,"PIAZZA SANTA MARIA MAGGIORE, 21",Trento,TN,Territorio Val D'adige,Italia,www.ristoranterosadoro.com,46.068368,11.119688,187.0,Ristoranti,Pizzerie,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,AI-6r,AI-5c,,,,,,,2013-06-06 15:11:22.926,2013-01-21
649,ROBIN,31,"PIAZZA BATTISTI, 25",Trento,TN,Territorio Val D'adige,Italia,,46.06928,11.12368,247.0,Gelaterie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2016-02-01 12:14:33.406,2013-02-28
650,ROSTICCERIA MOSNA,552,"VIA MANZONI, 21",Trento,TN,Territorio Val D'adige,Italia,,46.0741903,11.1249231,200.0,Rosticcerie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-04-08 08:05:31,2010-07-02
651,ROSTICCERIA RISTORANTE WEEK END,561,"VIA FRATELLI FONTANA, 47",Trento,TN,Territorio Val D'adige,Italia,,46.0766586,11.1203543,200.0,Rosticcerie,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2011-04-08 09:00:05,2010-07-07
652,RSA - CASA DI RIPOSO,494,"Via Vittorio Veneto, 63",Trento,TN,Territorio Val D'adige,Italia,www.spestrento.it,46.0591876,11.1249458,200.0,Strutture Residenziali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,,,2010-09-21 13:01:14,2010-07-14
653,RSA CASA FAMIGLIA,577,"VIA BORSIERI, 5",Trento,TN,Territorio Val D'adige,Italia,www.spestrento.it,46.0654468,11.120493,200.0,Strutture Residenziali,,AE-3cf,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AE-1abc,AE-2a,AE-3abde,AI-6e,AI-6d,AE-2g,AE-2gb,AE-2ga,,,,,2013-02-01 16:15:45.672,2013-01-30
654,RSA DI SAN BARTOLOMEO,791,"VIA DELLA MALPENSADA, 156",Trento,TN,Territorio Val D'adige,Italia,www.civicatnapsp.it,46.0454272,11.1324852,200.0,Strutture Residenziali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2gb,AE-2ga,AE-2g,AE-2a,2011-05-30 13:23:23,2010-08-12
655,RSA SOGGIORNO ANZIANI,775,"VIA PIAVE, 108",Trento,TN,Territorio Val D'adige,Italia,www.rsa.iaps.tn.it,46.0641212,11.127659,200.0,Strutture Residenziali,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2011-05-27 14:18:55,2010-07-14
656,Rai Radiotelevisione Italiana Spa,497,"Via Perini, 53",Trento,TN,Territorio Val D'adige,Italia,www.tgr.rai.it,46.0600961,11.1205041,200.0,Uffici Pubblici,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2010-09-21 13:33:00,2010-07-14
657,S. ANTONIO ERBORISTERIA S.N.C.,764,"VIA SUFFRAGIO, 91",Trento,TN,Territorio Val D'adige,Italia,,46.0702444,11.1246354,200.0,Erboristerie,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-07 12:02:27.527,2013-01-04
658,S.A.S.S. Spazio Archeologico Sotterraneo del Sas,411,Piazza Cesare Battisti,Trento,TN,Territorio Val D'adige,Italia,www.trentocultura.net,46.0694564,11.1234495,200.0,Musei,,AI-6d,AI-6fg,AI-5fa,AI-6r,AI-6i,AI-5fb,AI-5f,AE-2b,AE-1abc,AE-3abde,AE-3cf,AE-2a,,,,,,,2016-12-30 11:58:10.012,2010-08-18
659,"SALA CALEPINI - CAMERA DI COMMERCIO, INDUSTRIA, ARTIGIANATO E AGRICOLTURA",204,"VIA CALEPINA, 13",Trento,TN,Territorio Val D'adige,Italia,,46.0669328,11.1228213,195.0,Edifici Storici,,AI-6d,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AI-6e,AE-2d,AI-5fb,AI-6r,AI-5c,AI-6l,AI-6p,AE-1abc,,,,,2016-05-03 15:05:28.528,2013-01-10
660,SALA CONFERENZA C/O CENTRO CULTURALE SANTA CHIARA,148,"VIA SANTA CROCE, 67",Trento,TN,Territorio Val D'adige,Italia,,46.0638997,11.1234869,230.0,Centri e sale culturali,,AI-6d,AI-5g,AI-5f,AE-3cf,AI-6l,AI-6i,AI-6e,AE-1abc,AE-2d,AI-6fg,AE-3abde,,,,,,,,2013-01-07 14:33:33.364,2010-01-21
