,Unnamed: 0,has_latitude,has_longitude,information,opening_hours,facility_type,smoking,architecturalBarriers,name,sport,has_capacity,menu,hiking,has_location,has_contactPoint
130,130,45.89018630981445,11.040602684020996,no information specified,"Mo-Sa 12:00-14:00,18:30-23:00; Su 18:30-23:00",restaurant,,ab_69935,'Dogali Burgers',,,"{'cuisine': 'burger;fried_food;piadina', 'isVegetarian': 'yes', 'isVegan': 'yes', 'isGlutenFree': None}",,4874793589,cp_5738635818
131,131,45.900657653808594,11.041279792785645,no information specified,,fitness_centre,,ab_13779,"'Palestra ""Liberty Dance""'",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,4875536174,cp_1539001578
132,132,45.89483642578125,11.086979866027832,no information specified,,playground,,ab_74817,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,4958773901,cp_5858526754
133,133,45.88793563842773,11.055824279785156,no information specified,,wayside_shrine,,ab_31758,'Sant Antonio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,4995162064,cp_1689030378
134,134,45.887577056884766,11.045056343078612,no information specified,"Mo-Su 12:00-14:00, 19:00-22:00",restaurant,False,ab_7289,'Il Doge',,50/60,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5069371904,cp_6935797522
135,135,45.84165573120117,11.048730850219728,no information specified,,picnic_table,,ab_90154,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5154263646,cp_4490939603
136,136,45.86713790893555,11.02069854736328,no information specified,,parking,,ab_79963,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5194568898,cp_4942947780
137,137,45.86706161499024,11.020427703857422,no information specified,,parking,,ab_74979,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5194568899,cp_5671462425
138,138,45.89473724365234,11.044673919677734,no information specified,,artwork,,ab_21546,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5365385300,cp_1551960931
139,139,45.89480209350586,11.044933319091797,no information specified,,artwork,,ab_33643,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5365385301,cp_8453760031
140,140,45.89469528198242,11.044866561889648,no information specified,,artwork,,ab_71452,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5365385302,cp_7730777922
141,141,45.89488983154297,11.044845581054688,no information specified,,artwork,,ab_84350,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5365385303,cp_4021506556
142,142,45.89457702636719,11.04450798034668,no information specified,,artwork,,ab_60870,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5365385304,cp_6068561608
143,143,45.89867401123047,11.042306900024414,no information specified,,artwork,,ab_27629,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5368717191,cp_7691896388
144,144,45.89360427856445,11.035881042480469,no information specified,,artwork,,ab_6261,'Energy',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5374581156,cp_9858409276
145,145,45.89496612548828,11.038947105407717,no information specified,,artwork,,ab_84498,'Scultura Cristiana',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5375920263,cp_7180970998
146,146,45.89252853393555,11.03658676147461,no information specified,Mo-Fr 11:30-14:30,food_court,False,ab_46720,'Gilda',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5400550648,cp_8988486979
147,147,45.90158081054688,11.046422004699709,no information specified,,artwork,,ab_23919,'Capitello della Madonna',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5493331092,cp_9635581247
148,148,45.900390625,11.045092582702637,no information specified,,parking,,ab_83809,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5572787153,cp_1365758883
149,149,45.90103912353516,11.045011520385742,no information specified,,playground,,ab_87753,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5572787154,cp_3523141805
150,150,45.89531707763672,11.026555061340332,no information specified,,parking,,ab_55171,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5804936996,cp_4691746744
151,151,45.88515472412109,11.046161651611328,no information specified,,guest_house,,ab_41864,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5805928657,cp_3286720719
152,152,45.86716079711914,11.012873649597168,no information specified,"Tu-Su 12:00-15:00, 19:00-23:00",restaurant,,ab_44174,'SúYoshì',,,"{'cuisine': 'sushi', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5852942369,cp_4195718732
153,153,45.867652893066406,11.013091087341309,no information specified,,adult_gaming_centre,,ab_28150,'LasVegas',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5856280836,cp_2408179450
154,154,45.86751174926758,11.012245178222656,no information specified,,fitness_centre,,ab_20051,'Mad Tortuga Crossfit Rovereto',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5864127323,cp_3811253615
155,155,45.8842887878418,11.033403396606444,no information specified,,fitness_centre,,ab_44403,'Perfect Gym',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5864127324,cp_3614702154
156,156,45.9003791809082,11.03428554534912,no information specified,,university,,ab_45226,'LABA Trentino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,5887231094,cp_9882283418
157,157,45.87820053100586,11.033763885498049,no information specified,,cafe,,ab_20548,'Buonissimo',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6091712990,cp_2660428473
158,158,45.891090393066406,11.040419578552246,no information specified,,ice_rink,,ab_16642,'Pista Ghiaccio - Spettacoli Viaggianti',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6109085492,cp_4834980134
159,159,45.87607192993164,11.0989990234375,no information specified,,viewpoint,,ab_11337,'Dos de Sguiz',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6285620604,cp_6231700466
160,160,45.87969970703125,11.019882202148438,no information specified,,picnic_table,,ab_26732,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6347428293,cp_1576185002
161,161,45.87739944458008,11.01810359954834,no information specified,,picnic_table,,ab_13054,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6347428294,cp_8339314418
162,162,45.87752532958984,11.01820182800293,no information specified,,picnic_table,,ab_12384,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6347428295,cp_1658046614
163,163,45.88151168823242,11.023289680480955,no information specified,,picnic_table,,ab_50097,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6499447401,cp_1010937286
164,164,45.87960433959961,11.019805908203123,no information specified,,picnic_table,,ab_97133,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6499447402,cp_5355112124
165,165,45.90039825439453,11.04024887084961,no information specified,,public,,ab_80143,'Centro Sociale',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6501697485,cp_6229599840
166,166,45.89212417602539,11.041484832763672,no information specified,Mo-Su 11:00-23:00,restaurant,,ab_78898,'Bella Rovereto',,,"{'cuisine': 'kebab;pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6536659765,cp_9861683506
167,167,45.893531799316406,11.027170181274414,no information specified,,fitness_station,,ab_8686,'Centro Ween Rovereto',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6791933531,cp_8093332325
168,168,45.888668060302734,11.016222953796388,no information specified,,picnic_table,,ab_81655,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6792820034,cp_5912182760
169,169,45.88717269897461,11.030943870544434,no information specified,,fitness_centre,,ab_23000,'Dance Village',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6867227781,cp_9395723218
170,170,45.88702392578125,11.03331184387207,no information specified,,adult_gaming_centre,,ab_9704,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6869007799,cp_8939450225
171,171,45.88362884521485,11.02064323425293,no information specified,,artwork,,ab_73294,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,6910385503,cp_7077823165
172,172,45.88900375366211,11.033660888671877,no information specified,,parking,,ab_85941,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7146091389,cp_2126219537
173,173,45.85540771484375,11.048439025878906,no information specified,,picnic_table,,ab_20568,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7528823873,cp_7257673421
174,174,45.848419189453125,11.003241539001465,no information specified,,picnic_table,,ab_53140,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7780855766,cp_5320769440
175,175,45.84835433959961,11.003290176391602,no information specified,,picnic_table,,ab_85759,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7780855767,cp_3635905928
176,176,45.85359573364258,11.034873008728027,no information specified,,picnic_table,,ab_9952,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7894980155,cp_1133988334
177,177,45.853614807128906,11.034921646118164,no information specified,,picnic_table,,ab_71377,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7894980156,cp_1269338194
178,178,45.85322189331055,11.03496551513672,board,,information,,ab_64487,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7894980157,cp_7837111167
179,179,45.85333633422852,11.034781455993652,board,,information,,ab_12934,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7894980158,cp_5606201623
180,180,45.882850646972656,11.036678314208984,no information specified,"Mo,We-Su 10:30-14:00,17:30-22:00; PH,Tu 10:30-14:00,17:30-22:00",restaurant,,ab_64446,'Hong Kong',,,"{'cuisine': 'chinese', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,7928997808,cp_8776337918
181,181,45.90423583984375,11.052472114562988,board,,information,,ab_75642,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8005557817,cp_3381798191
182,182,45.902156829833984,11.05670166015625,board,,information,,ab_12801,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8086040476,cp_7702208452
183,183,45.90410614013672,11.052762031555176,board,,information,,ab_61500,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8086044929,cp_7226978957
184,184,45.88824844360352,11.042268753051758,no information specified,"Mo-Fr 11:30-14:30,18:30-22:00; Sa 18:30-22:00; Su off",restaurant,,ab_3361,'Putipù',,,"{'cuisine': 'pizza', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8197332146,cp_9791264644
185,185,45.89600372314453,11.030356407165527,no information specified,,cafe,,ab_82485,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8198607089,cp_2098258467
186,186,45.89547348022461,11.087693214416504,no information specified,,picnic_table,,ab_91594,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8465511916,cp_7152765394
187,187,45.90973663330078,11.054281234741213,board,,information,,ab_10028,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8689591655,cp_8561870726
188,188,45.90797805786133,11.052316665649414,board,,information,,ab_67639,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8689591656,cp_4314302103
189,189,45.90397644042969,11.03860092163086,no information specified,,park,,ab_88490,'Busa dei Cavai',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8806252786,cp_7123186112
190,190,45.904056549072266,11.038284301757812,no information specified,,theatre,,ab_67600,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8806260190,cp_5436532841
191,191,45.89414596557617,11.043793678283691,no information specified,,library,,ab_19960,'BUR - Biblioteca Universitaria Rovereto',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8867627558,cp_3070593475
192,192,45.87702560424805,11.017799377441406,no information specified,,picnic_table,,ab_57304,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,8948896194,cp_3740522471
193,193,45.877960205078125,11.086078643798828,no information specified,,guest_house,,ab_60965,'Agritur Masi Brenta',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,9172000532,cp_4480843130
194,194,45.88949203491211,11.04482364654541,no information specified,"Mo-Fr 07:30-16:00; Sa 09:00-12:00, 13:00-16:00, 18:00-22:00",restaurant,,ab_93815,'Amaranta Bio Bistrot',,,"{'cuisine': 'vegan', 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,9178364617,cp_8625078622
195,195,45.88053998811196,11.022060015714745,no information specified,07:30-23:45,restaurant,,ab_80393,'Bici Grill Rovereto',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,557813326,cp_9513694447
196,196,45.89102998184555,11.038249996974258,no information specified,,college,,ab_70160,'Liceo Fabio Filzi',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,676890164,cp_5048199726
197,197,45.90573066917486,11.042396096085165,no information specified,24/7,park,,ab_44748,'Parco Amico ora Colorio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,283549419,cp_6751951930
198,198,45.904430004723565,11.044220007510944,no information specified,,school,,ab_69343,"'Scuola Primaria ""M. K. Gandhi"" Rovereto'",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,533257964,cp_8271753654
199,199,45.893250012720586,11.041850024388111,no information specified,,school,,ab_62666,'Istituto Fontana',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,775868814,cp_3843964051
200,200,45.86951398485317,11.015513858306276,no information specified,,commercial,,ab_75710,'Millennium Center',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,994167094,cp_3383902958
201,201,45.86190999292859,11.039499990194798,no information specified,,public,False,ab_15498,'Baita degli Alpini Lizzanella',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1093955488,cp_9624199363
202,202,45.89589001885423,11.043200013713545,no information specified,,school,,ab_80409,"'Liceo ""A. Rosmini"" - Rovereto'",,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1564305845,cp_4698360567
203,203,45.89686998906399,11.043330017031792,no information specified,,school,,ab_32845,'Collegio Arcivescovile Dame Inglesi Rovereto',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,1572407331,cp_4097636383
204,204,46.07182693481445,11.14046859741211,no information specified,,restaurant,,ab_16209,'Pizzeria Al Villaggio',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,247887464,cp_1259121746
205,205,46.10961151123047,11.140262603759766,no information specified,,restaurant,,ab_77977,'Il bosco incantato',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,259973562,cp_5221076797
206,206,46.0457878112793,11.133090019226074,no information specified,,theatre,,ab_68121,'Teatro Sanbàpolis',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,265581228,cp_9595011550
207,207,46.06376266479492,11.128729820251465,no information specified,,theatre,,ab_42926,'Teatro San Marco',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,265659089,cp_4960432655
208,208,46.07389068603516,11.150733947753906,no information specified,,parking,,ab_1348,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,266156643,cp_3795596766
209,209,46.04878234863281,11.145864486694336,no information specified,,parking,,ab_2352,,,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,266179021,cp_9862819434
210,210,46.06748580932617,11.12187957763672,no information specified,"Summer (1 June to 30 September) We-Mo 10:00-13:00 and 14:00-18:00; Winter (1 October to 31 May) Mo, We, Th, Fr, Sa 9:30-12:30 and 14:00-17:30, Su 10:00-13:00 and 14:00-18:00",museum,,ab_94697,'Museo Diocesano Tridentino',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,267234391,cp_6605044762
211,211,46.06772613525391,11.121012687683104,no information specified,,cafe,,ab_33098,'Caffè Portici',,,"{'cuisine': None, 'isVegetarian': None, 'isVegan': None, 'isGlutenFree': None}",,268401562,cp_3111911522
